event_epoch,pre_epoch,feature,pre,post,diff,zscore,abs_z,rank
200,0,prof__delta_ratio_sun_over_plant_diff_0_minus_1,0.0059763820937813,0.1553729492275628,0.14939656713378152,4.308098368250454,4.308098368250454,1
200,0,env__err_abs_p50_island1,0.0,0.0400606989860534,0.0400606989860534,4.263603676108773,4.263603676108773,2
200,0,prof__y_stat_mean_island0,0.7905088663101196,0.6336840391159058,-0.15682482719421387,-4.1327967341950105,4.1327967341950105,3
200,0,env__err_abs_max_island1,0.0,0.5770224928855896,0.5770224928855896,4.094784158858599,4.094784158858599,4
200,0,env__err_signed_max_island1,0.0,0.5770224928855896,0.5770224928855896,4.094784158858599,4.094784158858599,5
200,0,env__err_abs_p75_island1,0.0,0.1083578765392303,0.1083578765392303,4.074196176966074,4.074196176966074,6
200,0,env__err_abs_mean_island1,0.0,0.0689217303818017,0.0689217303818017,4.071946881936554,4.071946881936554,7
200,0,prof__y_stat_mean_diff_0_minus_1,0.7905088663101196,-0.027470886707305908,-0.8179797530174255,-3.951630722555791,3.951630722555791,8
200,0,env__err_signed_std_island1,0.0,0.1134281703952539,0.1134281703952539,3.9368146407907894,3.9368146407907894,9
200,0,prof__y_stat_mean_island1,0.0,0.6611549258232117,0.6611549258232117,3.903176766677592,3.903176766677592,10
